Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Latitude,Longitude,ID
Mooresville Ford,151 E Plaza Dr,Mooresville,28115,704-664-1300,Public,35.589615,-80.834215,145491
WFM - SOUTH EAST ASHEVILLE,14 S Tunnel Rd,Asheville,28805,888-758-4389,Public,35.582481,-82.523562,146880
COC CORNING OPT 4,4200 Corning Pl,Charlotte,28216,888-758-4389,Public,35.33055,-80.938725,146881
SAS Institute Inc - A,920 SAS Campus Dr,Cary,27513,,Private,35.81617,-78.747624,146978
TOWN OF CARY DT DECK P5,113 Walnut St,Cary,27511,888-758-4389,Public,35.783205,-78.779345,147303
City of Raleigh - Moore Square Deck,233 S Wilmington St,Raleigh,27601,919-996-3030,Public,35.777463,-78.637505,147315
Skyland Exchange,12 Sky Exchange Drive,Asheville,28803,888-998-2546,Public,35.52993,-82.609809,147454
ACCESSO SERVICE EVARC 252,2605 Meridian Pkwy,Durham,27713,888-758-4389,Public,35.91207,-78.903574,147472
ACCESSO SERVICE EVARC 253,2600 Meridian Pkwy,Durham,27713,888-758-4389,Public,35.913395,-78.90265,147473
CAPE HATTERAS AVON DC FAST,41001 NC-12,Avon,27915,888-758-4389,Public,35.34699,-75.503559,147587
Bob Barker Company,134 North Main Street,Fuquay Varina,27526,800-663-5633,Public,35.586162,-78.79956,148553
Barrier Island Station,"1245 Duck Road
Bldg 200",Duck,27949,800-663-5633,Public,36.174915,-75.755662,148596
Homewood Suites Wilmington Mayfaire,6732 Swan Mill Road,Wilmington,28405,800-663-5633,Public,34.238094,-77.832522,148761
Veterans Park Apartments,"161 Halyburton Memorial Parkway
Building 157",Wilmington,28412,800-663-5633,Public,34.096196,-77.918876,148762
CENTRAL EMC HQ DCFC STATION 1,8038 Moncure Pittsboro Rd,Moncure,27559,888-758-4389,Public,35.623202,-79.088471,149225
Sheetz - Tesla Supercharger,619 Ruin Creek Road,Henderson,27536,877-798-3752,Public,36.329091,-78.44779,149314
Kill Devil Hills - Tesla Supercharger,2012 S Croatan Hwy,Kill Devil Hills,27948,877-798-3752,Public,35.993182,-75.651504,149319
Sheetz - Tesla Supercharger,2905 Rockford Street,Mt Airy,27030,877-798-3752,Public,36.458854,-80.636672,149335
Deacon Jones Nissan,3305 McLain St,Goldsboro,27534,,Public - Call ahead,35.368612,-77.929719,149475
Deacon Jones Nissan,3305 McLain St,Goldsboro,27534,,Private,35.368612,-77.929719,149489
MAIN STREET STATION 1,100 E Main St,Wilkesboro,28697,888-758-4389,Public,36.148705,-81.151412,149525
COREV CITY CENTER 2,429 S Wilmington Street,Raleigh,27601,888-758-4389,Public,35.774316,-78.638077,149634
BLOC83 TOWER 1 STATION 1,607 W Morgan Street,Raleigh,27603,888-758-4389,Public,35.780115,-78.648556,149667
WISTERIA COFFEE WISTERIA COFFEE,537 S Main St,King,27021,888-758-4389,Public,36.27016,-80.36066,149707
Toringdon Market - Tesla Supercharger,3429 Toringdon Way,Charlotte,28277,877-798-3752,Public,35.069256,-80.842023,150209
Sheetz - Tesla Supercharger,1700 East Market Street,Smithfield,27577,877-798-3752,Public,35.504972,-78.325441,150227
"CHARLOTTE, NC DISCOVERY 1",315 N Church St,Charlotte,28202,888-758-4389,Public,35.230311,-80.841356,150271
BMW Asheville,31 Skyland Inn Dr,Arden,28704,,Private,35.481309,-82.553588,150279
BMW Asheville,31 Skyland Inn Dr,Arden,28704,,Private,35.481309,-82.553588,150280
COREV MOORE SQUARE 1,233 S Wilmington Street,Raleigh,27601,888-758-4389,Public,35.777156,-78.6377,150317
Smithfield's Chicken 'N Bar-B-Q Market Street - Tesla Destination,7300 Market St,Wilmington,28405,910-686-4175  877-798-3752,Public,34.274394,-77.81613,150553
Smithfield's Chicken 'N Bar-B-Q-Dunn - Tesla Destination,2102 W Cumberland St,Dunn,28334,910-892-2693  877-798-3752,Public,35.321249,-78.635358,150554
WB OFFICE 1 PD DC 1,9825 US HWY 74 E,Lilesville,28091,888-758-4389,Public,34.951946,-79.906958,152049
PEMBROKE HQ CP2,8344 Fayetteville Rd,Raeford,28376,888-758-4389,Public,35.031247,-79.119196,152098
SNOW HILL SNOW HILL,34 N. Perry Dr,Snow Hill,28580,888-758-4389,Public,35.456219,-77.691922,152346
NC STATE CBC PARKING DEC,William Moore Dr,Raleigh,27606,888-758-4389,Public,35.797681,-78.70632,152410
NC STATE RESEARCH IV,909 Capability Dr,Raleigh,27606,888-758-4389,Public,35.772503,-78.681099,152411
NC STATE OVAL WEST DECK,Partners Way,Raleigh,27606,888-758-4389,Public,35.771109,-78.67638,152412
NC STATE PARTNERS II,840 Main Campus Dr,Raleigh,27606,888-758-4389,Public,35.775484,-78.675918,152413
NC STATE PARTNERS I,1017 Main Campus Dr,Raleigh,27606,888-758-4389,Public,35.77042,-78.677132,152414
NC STATE DAN ALLEN DR 01,110 Dan Allen Dr,Raleigh,27607,888-758-4389,Public,35.787383,-78.675611,152415
NC STATE COLISEUM 01,Cates Ave,Raleigh,27606,888-758-4389,Public,35.782117,-78.667907,152416
PEMBROKE HQ PM 1,6090 NC-711,Pembroke,28372,888-758-4389,Public,34.653101,-79.153324,152533
BLUERIDGEENERGY CORP HQ LEVEL 2,1216 Blowing Rock Blvd,Lenoir,28645,888-758-4389,Public,35.9339,-81.52959,152882
BEMC BOARDMAN,1029 Old Boardman Rd,Evergreen,28438,888-758-4389,Public,34.436977,-78.95024,152884
HENDRICK MINI HENDRICK MINI,7036 E Independence Blvd,Charlotte,28227,888-758-4389,Public,35.16482,-80.74191,153007
AEMC- AEMC HAMPTON IN,115 Hampton Dr,Edenton,27932,888-758-4389,Public,36.078542,-76.617002,153145
Harrah's Cherokee Casino and Resort location,777 Casino Drive,Cherokee,28719,800-663-5633,Public,35.469824,-83.299459,153246
Parkside Town Commons - Tesla Supercharger,7119 O'Kelly Chapel Road,Cary,27519,877-798-3752,Public,35.84359,-78.886368,153454
MILL CHARGER LRC CORDOBA,807 E Main St,Durham,27701,888-758-4389,Public,35.990618,-78.890272,153510
TCEMC TRI-COUNTY ELEC,4255 S U.S. 117 Alt Hwy,Dudley,28333,888-758-4389,Public,35.275194,-78.038723,154063
SPG ELVT BRIER CRK.,9921 Horizon Overlook Rd,Raleigh,27617,888-758-4389,Public,35.896455,-78.805318,154064
CENTRAL EMC HQ CEMCHQ,125 Wilson Rd,Sanford,27332,888-758-4389,Public,35.446423,-79.134325,154434
JOEMC SF HAMPTON INN,1248 NC-210,Sneads Ferry,28460,888-758-4389,Public,34.529071,-77.435023,155152
JOEMC JOEMC HQ,259 Western Blvd,Jacksonville,28546,888-758-4389,Public,34.75864,-77.382337,155153
REVUP1 MCDONALDS ASHBO,1415 E Dixie Dr,Asheboro,27203,888-758-4389,Public,35.699907,-79.787618,155154
McDonald's Store #27548,3494 Kildaire Farm Road,Cary,27518,888-998-2546,Public,35.704118,-78.795636,155208
ROANOKE EMC VISITOR LOT,518 NC-561,Aulander,27805,888-758-4389,Public,36.307209,-77.035876,155247
UPC VISITOR PARKING,1525 N Rocky River Rd,Monroe,28110,888-758-4389,Public,35.015972,-80.60669,155291
FPWC MARKETFAIR MALL,5084-5398 Campground Rd,Fayetteville,28314,888-758-4389,Public,35.068306,-78.969186,155429
CHATHAMELECTRIC BEV DISTRICT,130 Lorax Ln,Pittsboro,27312,888-758-4389,Public,35.711341,-79.15664,155546
SD3#1 PD2 STATION 1,1108 Charlottetowne Avenue,Charlotte,28204,888-758-4389,Public,35.214645,-80.829184,155547
Bank of America - Charlotte,150 N College St,Charlotte,28202,,Private,35.226655,-80.840749,155670
"Replacements, Ltd",1089 Knox Rd,Mcleansville,27301,336-697-3000,Public,36.062008,-79.681901,155682
LEXINGTON NC PARKWAY PLAZA#1,11 Plaza Pkwy,Lexington,27292,888-758-4389,Public,35.783118,-80.256998,156140
DURHAM COUNTY JUSTICE 1LEFT,510 S Dillard St,Durham,27701,888-758-4389,Public,35.992184,-78.90133,156319
DURHAM COUNTY SLIB LEFT,4515 S Alston Ave,Durham,27713,888-758-4389,Public,35.902015,-78.887916,156353
DURHAM COUNTY SLIB RIGHT,4505 S Alston Ave,Durham,27713,888-758-4389,Public,35.90196,-78.887922,156354
LEXINGTON NC PARKWAY PLAZA#2,11 Plaza Pkwy,Lexington,27292,888-758-4389,Public,35.78313,-80.256915,156356
Hendrick Chevrolet,127 Kentington Dr,Durham,27713,919-827-0913,Public,35.898567,-78.942932,157968
Orange County - Motor Pool Fueling Station,600 NC Highway 86 N,Hillsborough,27278,919-245-2625,Public,36.092325,-79.106383,158454
SREMC RAVENROCK,3299 Raven Rock Rd,Lillington,27546,888-758-4389,Public,35.463818,-78.914215,158536
ATHERTONGARAGE 2ND LVL STN 1,2100 South Blvd,Charlotte,28203,888-758-4389,Public,35.207005,-80.861607,158573
BEMC SUNSET BEACH,401-419 State Rd 1172,Sunset Beach,28468,888-758-4389,Public,33.870296,-78.507535,162526
Bessemer City NC,132 W Virginia Ave,Bessemer City,28016,855-900-7584,Public,35.285187,-81.285203,163317
Oxford Gateway Apartments LLC station location,Libby Way,Charlotte,28213,800-663-5633,Public,35.286612,-80.758519,163400
BEMC BRUNSWICKFOREST,1210 Dickinson Dr,Leland,28451,888-758-4389,Public,34.201645,-78.04511,163411
EPA-RTP N. SURFACE LOT,109 T.W. Alexander Drive,Research Triangle Park,27711,888-758-4389,Public,35.883498,-78.872654,163607
Park & Market,121 St Albans Drive,Raleigh,27609,866-816-7584,Public,35.837988,-78.638219,163963
City of Conover,501 1st Ave S,Conover,28613,866-816-7584,Public,35.702669,-81.220209,163964
3800 GLENWOOD STATION 1,3701 National Dr PARKING DECK,Raleigh,27612,888-758-4389,Public,35.831954,-78.66663,164031
PEMBROKE HQ HI-EXPRESS 1,2521 Two Bale Ln,Fayetteville,28304,888-758-4389,Public,35.025913,-79.058483,164130
401 Oberlin Apartments,401 Oberlin Road,Raleigh,27605,888-998-2546,Public,35.790001,-78.663673,164409
Audi Northlake North Side,10831 Northlake Auto Plaza Blvd,Charlotte,28269,888-998-2546,Public,35.36764,-80.833319,164482
Audi Northlake South Side,10831 Northlake Auto Plaza Blvd,Charlotte,28269,888-998-2546,Public,35.367969,-80.833713,164484
MINI OF RALEIGH CUST SERVICE,5600 Capital Blvd,Raleigh,27616,888-758-4389,Public,35.86181,-78.579836,164525
GREENSBORO EV ARC 257,305W E Washington St,Greensboro,27401,888-758-4389,Public,36.070008,-79.793001,164527
New River Light & Power Co,220 Winklers Creek Rd,Boone,28607,828-264-3671,Public,36.204401,-81.669919,164556
Town of Boone Public Parking,115 N Depot St,Boone,28607,828-268-6200,Public,36.219181,-81.683769,164557
Bodegas Kitchen and Wine Bar,488 Main St W,Banner Elk,28604,800-455-1981,Public,36.162028,-81.878557,164558
Oconaluftee Visitor Center,1194 Newfound Gap Rd,Cherokee,28719,,Public,35.51307899,-83.30660868,164621
DUKEPTS H LOT ANDERSON,Yearby Ave at Anderson St,Durham,27705,888-758-4389,Public,36.005122,-78.930204,164836
SYEMC CIRCLE K FAST,2372 State Rd 1001,Dobson,27017,888-758-4389,Public,36.395182,-80.785255,165069
EVERY CHARGING NEW BERN,145 New Bern St,Charlotte,28209,888-758-4389,Public,35.199345,-80.867961,165174
ECU HSC BRODY LOT,600 Moye Blvd,Greenville,27834,888-758-4389,Public,35.610961,-77.402468,165175
ECU COLLEGE HILL,28884 College Hill Dr,Greenville,27858,888-758-4389,Public,35.602351,-77.361964,165200
EMERALD ISLE EMERALD ISLE,216 Islander Dr,Emerald Isle,28594,888-758-4389,Public,34.659595,-77.056016,165271
MUNICIPAL COMPL SWANSBORO,601 W Corbett Ave Town Hall,Swansboro,28584,888-758-4389,Public,34.689331,-77.122579,165500
Duke Energy,6301 Wilkinson Blvd,Charlotte,28214,,Private,35.234528,-80.949512,165799
Duke Energy,805 N Pinehurst St,Aberdeen,28315,,Private,35.160545,-79.416622,165800
Duke Energy,100 E Davie St,Raleigh,27601,,Private,35.775181,-78.637626,165801
Winston-Salem,414 N. Patterson Ave.,Winston-Salem,27101,855-885-9571,Public,36.09908,-80.241009,166213
Mecklenburg County - Land Use & Environmental Services Agency,2145 Suttle Ave,Charlotte,28208,,Private,35.223591,-80.871421,166359
Marine Chevrolet Cadillac,1408 Western Blvd,Jacksonville,28546,910-455-2121,Public,34.789404,-77.402415,166781
"Sheetz 504 (Rocky Mount, NC)",157 N Old Carriage Road,Rocky Mount,27804,833-632-2778,Public,35.97208,-77.89565,166835
Ingles Market,625 W Henderson St,Marion,28752,828-652-8588,Public,35.675106,-82.012496,166840
HUNTERSVILLE MARK OIL L3,101 Statesville Rd,Huntersville,28078,888-758-4389,Public,35.409541,-80.85426,166854
HALIFAX EMC HALIFAX EMC DC1,23945 NC-561,Enfield,27823,888-758-4389,Public,36.268879,-77.723942,166882
Smithfield's Chicken 'N Bar-B-Q-Nashville - Tesla Destination,1169 Eastern Ave,Nashville,27856,252-459-0092  877-798-3752,Public,35.970521,-77.938648,166934
Smithfield's Chicken 'N Bar-B-Q-Rocky Mount - Tesla Destination,670 N Wesleyan Blvd,Rocky Mount,27804,252-937-3032  877-798-3752,Public,35.963082,-77.820369,166935
Smithfield's Chicken 'N Bar-B-Q-Burlington - Tesla Destination,1372 Tiki Ln,Burlington,27215,336-586-9333  877-798-3752,Public,36.067024,-79.513077,166936
Holiday Inn Express & Suites Greensboro East - Tesla Destination,3111 Cedar Park Rd,Greensboro,27405,1-888-480-0427  877-798-3752,Public,36.053609,-79.733876,166937
"Target 0961 - Cary, NC",2021 Walnut Street,Cary,27518,833-632-2778,Public,35.7586,-78.73923,166988
"Walmart 5254 - Wake Forest, NC",2114 S. Main St.,Wake Forest,27587,833-632-2778,Public,35.95154,-78.53398,166989
Hyatt Place - Raleigh / Cary,710 Corporate Center Dr,Raleigh,27607,919-233-2205,Public,35.791673,-78.738308,167100
UNC Rex Healthcare Parking Deck,4420 Lake Boone Trail,Raleigh,27607,919-784-3100,Public,35.816952,-78.70409,167101
UNC Rex Healthcare Heart and Vascular Parking Deck,4420 Lake Boone Trail,Raleigh,27607,919-784-3100,Public,35.81987,-78.702876,167102
Hilton Raleigh North Hills,3415 Wake Forest Rd,Raleigh,27609,919-872-2323,Public,35.829812,-78.619724,167103
Hampton Inn & Suites Raleigh Midtown,1229 Wake Towne Dr,Raleigh,27609,919-831-4700,Public,35.822,-78.618794,167104
Rocky Mount Mills,1151 Falls Rd,Rocky Mount,27804,252-969-0909,Public,35.958435,-77.801787,167114
Rocky Mount High School,1400 Bethlehem Rd,Rocky Mount,27803,252-937-9050,Public,35.939546,-77.835925,167115
Town of Warrenton - Market Street,117 W Market St,Warrenton,27589,252-257-1122,Public,36.397918,-78.155927,167116
The University of North Carolina at Greensboro - McIver Street Parking Deck,132 McIver St,Greensboro,27403,336-334-5681,Public,36.071448,-79.806876,167118
The University of North Carolina at Greensboro - Oakland Street Parking Deck,690 Forest St,Greensboro,27403,336-334-5681,Public,36.064629,-79.810548,167119
Wake Forest Baptist Health - Parking Deck C,1 Medical Center Blvd,Winston-Salem,27103,336-716-2011,Public,36.089912,-80.270798,167121
Smithfield's Chicken 'N Bar-B-Q - Tesla Supercharger,4483 U.S. Highway 70,Kinston,28504,877-798-3752,Public,35.26058,-77.649684,167124
"Walmart 1155 (Lumberton, NC)",5070 Fayetteville Road,Lumberton,28358,833-632-2778,Public,34.66506,-79.00666,167147
TOWN OF CARY TOWN HALL-PWH,228 Ambassador Loop Page-Walker Hotel,Cary,27513,888-758-4389,Public,35.789215,-78.77882,167160
222 GLENWOOD STATION #1,222 Glenwood Ave,Raleigh,27603,888-758-4389,Public,35.783534,-78.647169,167161
"Sam's Club 6452 (Asheville, NC)",645 Patton Ave.,Asheville,28806,833-632-2778,Public,35.59119,-82.5816,167166
Carolina Premium Outlets,1025 Outlet Center Drive,Smithfield,27577,833-632-2778,Public,35.50811,-78.31505,167212
"Walmart 5320 - Greensboro, NC",121 W. Elmsley Street,Greensboro,27406,833-632-2778,Public,36.00315,-79.79819,167269
Smithfield's Chicken 'N Bar-B-Q-Garner - Tesla Destination,5180 NC Hwy 42 W,Garner,27529,919-773-0774  877-798-3752,Public,35.608592,-78.562481,167288
UNCW-1 UNCW2 CEN DECK,4941 Riegel Rd,Wilmington,28403,888-758-4389,Public,34.22257,-77.871666,167352
DoubleTree by Hilton Hotel Rocky Mount,651 N Winstead Ave,Rocky Mount,27804,252-937-6888,Public,35.97332,-77.846846,167455
LEXINGTON NC HAMPTON INN,1245 Fairview Dr,Lexington,27292,888-758-4389,Public,35.78651,-80.25969,167514
Aldon at Powell and Broad,141 Stobhill Lane,Fuquay Varina,27526,800-663-5633,Public,35.613739,-78.811745,167642
CLASSIC VW OUTDOOR STATION,4417 Wilkinson Blvd,Gastonia,28056,888-758-4389,Public,35.256256,-81.102747,168076
"SHEETZ 647- Hillsborough, NC",1990 NC 86 S,Hillsborough,27278,833-632-2778,Public,36.05707,-79.08008,168151
"Walmart 2134 - Charlotte, NC",7735 North Tryon Street,Charlotte,28262,833-632-2778,Public,35.29555,-80.75655,168271
CITY OF WILM RIVER PLACE 1,220 N Water St,Wilmington,28401,888-758-4389,Public,34.238329,-77.950044,168526
CITY OF WILM RIVER PLACE 2,243 N Front St,Wilmington,28401,888-758-4389,Public,34.238197,-77.94942,168527
Beach House Vacation Rental - Tesla Destination,131 Spindrift Lane,Duck,27949,  877-798-3752,Public,36.187212,-75.753785,168609
Doubletree by Hilton Asheville-Biltmore - Tesla Destination,115 Hendersonville Rd,Asheville,28803,  877-798-3752,Public,35.5625934,-82.542149,168739
Hilton Charlotte University Place - Tesla Destination,8629 JM Keynes Dr,Charlotte,28262,704-547-7444  877-798-3752,Public,35.3083,-80.750663,168836
Homewood Suites by Hilton Raleigh Cary I-40 - Tesla Destination,555 Crossroads Blvd,Cary,27518,  877-798-3752,Public,35.758438,-78.732543,168857
Kilmarlic Golf Club - Tesla Destination,215 West Side Ln,Powells Point,27966,  877-798-3752,Public,36.11618,-75.842797,168909
Shadow Springs Vineyard - Tesla Destination,55432 Crater Rd,Hamptonville,27020,336-468-5000  877-798-3752,Public,36.096502,-80.85126,169098
SpringHill Suites Charlotte Southwest - Tesla Destination,3950 Arco Corporate Dr,Charlotte,28273,704-702-0500  877-798-3752,Public,35.151587,-80.95232,169124
The Factory - Franklin - Tesla Destination,1024 Georgia Road,Franklin,28734,  877-798-3752,Public,35.1597936,-83.3892163,169175
The Park on Main - Tesla Destination,205 Main St,Highlands,28741,800-221-5078  877-798-3752,Public,35.053664,-83.200657,169187
Piedmont Triad International Airport,1000 A Ted Johnson Pkwy,Greensboro,27409,336-665-5631,Private,36.105313,-79.938316,169357
64 CHARGER EV 1,60 Mills Gap Rd,Asheville,28803,888-758-4389,Public,35.498718,-82.515316,169403
North Hills,4351 The Cir at N Hills St,Raleigh,27609,919-881-1146,Public,35.83788,-78.642,169442
Midtown Plaza,305 Church at North Hills St,Raleigh,27609,919-881-1146,Public,35.834809,-78.635398,169443
Legacy at Firetower,611 Legacy Ct,Winterville,28590,800-663-5633,Public,35.5521,-77.370754,169939
Wendover Axcess Apartments,1501 CH Brandonshire Court,Greensboro,27409,888-998-2546,Public,36.051395,-79.909511,169991
Sheetz - Tesla Supercharger,2350 S Main St,Lexington,27292,877-798-3752,Public,35.800165,-80.288557,170080
Walmart 2256 Henderson,200 N Cooper Drive,Henderson,27536,833-632-2778,Public,36.33467,-78.44216,170324
AB Tech - Cash Point Lot,340 Victoria Road,Asheville,28801,855-900-7584,Public,35.570074,-82.553755,170903
GRANDFATHER MTN ENTRANCE GATE,2050 Blowing Rock Hwy,Linville,28646,888-758-4389,Public,36.084764,-81.845793,171283
GRANDFATHER MTN NATURE MUSEUM,1104 Grandfather Mountain Entrance Rd,Linville,28646,888-758-4389,Public,36.090218,-81.834969,171284
Sheetz - Tesla Supercharger,1001 North Spence Avenue,Goldsboro,27534,877-798-3752,Public,35.386459,-77.948452,171466
BSMG NORTH DECK 2,305 Jackson St,Durham,27701,888-758-4389,Public,35.994797,-78.90499,171531
FAYETTEVILLE NC FRANKLIN 1,208 Franklin St,Fayetteville,28301,888-758-4389,Public,35.052294,-78.880344,171673
BSMG EAST DECK 1,250 South Mangum Street,Durham,27701,888-758-4389,Public,35.992715,-78.902072,171801
MEBANE TANGER EV 2,4000 Arrowhead Blvd,Mebane,27302,888-758-4389,Public,36.074872,-79.267746,171823
"CHARLOTTE, NC HUNTERSVILLE 02",10300 Compass St,Huntersville,28078,888-758-4389,Public,35.413632,-80.857176,171833
CLT AIRPORT LEVEL6_ST1,5501 R C Josh Birmingham Pkwy,Charlotte,28208,888-758-4389,Public,35.221642,-80.945506,171915
CLT AIRPORT LEVEL6_ST3,5501 R C Josh Birmingham Pkwy,Charlotte,28208,888-758-4389,Public,35.22165,-80.945388,171916
CLT AIRPORT LEVEL5_ST3,5501 R C Josh Birmingham Pkwy,Charlotte,28208,888-758-4389,Public,35.221817,-80.945334,171917
CLT AIRPORT LEVEL6_ST2,5501 R C Josh Birmingham Pkwy,Charlotte,28208,888-758-4389,Public,35.221624,-80.945442,171918
CLT AIRPORT LEVEL5_ST2,5501 R C Josh Birmingham Pkwy,Charlotte,28208,888-758-4389,Public,35.221782,-80.945409,171919
CLT AIRPORT LEVEL5_ST1,5501 R C Josh Birmingham Pkwy,Charlotte,28208,888-758-4389,Public,35.221791,-80.945474,171922
"CHARLOTTE, NC MALLARD CK 01",1712 J N Pease Pl,Charlotte,28262,888-758-4389,Public,35.32367,-80.773012,171959
DUKEPTS SDG 5,302 Science Drive Science Drive Garage,Durham,27708,888-758-4389,Public,35.9961,-78.9474,171995
DUKEPTS SDG 6,302 Science Drive Science Drive Garage,Durham,27708,888-758-4389,Public,35.996125,-78.947466,171996
DUKEPTS SDG 4,302 Science Drive Science Drive Garage,Durham,27708,888-758-4389,Public,35.996186,-78.947271,171997
DUKEPTS SDG 3,302 Science Drive Science Drive Garage,Durham,27708,888-758-4389,Public,35.996222,-78.947248,171998
DUKEPTS SDG 7,302 Science Drive Science Drive Garage,Durham,27708,888-758-4389,Public,35.996042,-78.947512,171999
"CHARLOTTE, NC CATS I-485 1",9512 South Blvd,Charlotte,28273,888-758-4389,Public,35.10683,-80.883225,172490
"CHARLOTTE, NC CATS I-485 2",9512 South Blvd,Charlotte,28273,888-758-4389,Public,35.107013,-80.883413,172491
DUKEPTS PG2 LEVEL 3,2300-2314 Erwin Rd,Durham,27705,888-758-4389,Public,36.008353,-78.937789,172558
"CHARLOTTE, NC CMGC PRKG L1-3",232 S Davidson St,Charlotte,28202,888-758-4389,Public,35.222173,-80.839739,172640
SPECTRUM BLDG B1,300 S Tryon St,Charlotte,28202,888-758-4389,Public,35.225683,-80.84576,172905
SPECTRUM BLDG B2 5,300 S Tryon St,Charlotte,28202,888-758-4389,Public,35.225686,-80.845775,172906
SPECTRUM BLDG B2 3,300 S Tryon St,Charlotte,28202,888-758-4389,Public,35.225675,-80.845784,172907
SPECTRUM BLDG B2 6,300 S Tryon St,Charlotte,28202,888-758-4389,Public,35.225674,-80.845771,172908
SPECTRUM BLDG B2 4,300 S Tryon St,Charlotte,28202,888-758-4389,Public,35.225671,-80.84576,172909
SPECTRUM BLDG B2 2,300 S Tryon St,Charlotte,28202,888-758-4389,Public,35.225662,-80.845792,172910
CLT AIRPORT BUS VALET 01,5601 Wilkinson Blvd,Charlotte,28208,888-758-4389,Public,35.233524,-80.934585,173008
CLT AIRPORT BUS VALET 02,5601 Wilkinson Blvd,Charlotte,28208,888-758-4389,Public,35.233223,-80.934266,173009
REVUP1 SOLAR POINT 2,Zoo Pkwy,Asheboro,27205,888-758-4389,Public,35.627194,-79.766719,173148
DILLON STATION STATION2,223 S West St,Raleigh,27603,888-758-4389,Public,35.777964,-78.645676,173315
BUILDINGB1 EV STATION 02,800 Beaty St,Davidson,28036,888-758-4389,Public,35.510877,-80.850078,173377
HIGHWOODS RTP 751 CORP EV 2,751 Corporate Center Drive,Raleigh,27607,888-758-4389,Public,35.793383,-78.742278,173468
FLOWJLR SERVICE 1,1205 Bridford Pkwy,Greensboro,27407,888-758-4389,Public,36.058998,-79.90228,173529
FLOWJLR DC FAST 02,1205 Bridford Pkwy,Greensboro,27407,888-758-4389,Public,36.059876,-79.902581,173530
PARK CENTRAL PC STATION 1,200 Park at N Hills St,Raleigh,27609,888-758-4389,Public,35.835779,-78.637277,173582
WHOLE FOODS MKT CHARLOTTE 02,6610 Fairview Rd,Charlotte,28210,888-758-4389,Public,35.147649,-80.82956,173716
WHOLE FOODS MKT RALEIGH NRL 2,8710 Six Forks Rd,Raleigh,27615,888-758-4389,Public,35.8994,-78.64995,173720
HIGHWOODS RTP CENTREGREEN 3,5000 Centregreen Way,Cary,27513,888-758-4389,Public,35.826449,-78.794705,173723
HIGHWOODS RTP CENTREGREEN 2,5000 Centregreen Way,Cary,27513,888-758-4389,Public,35.826509,-78.794769,173724
HENDRICK SBLVD SERVICE 1,8901 South Blvd,Charlotte,28273,888-758-4389,Public,35.116214,-80.881659,173741
HENDRICKCONCORD SHOP01,7650 Bruton Smith Blvd,Concord,28027,888-758-4389,Public,35.364568,-80.704816,173868
CROWN HONDA SHOP 01,3633 W Wendover Ave,Greensboro,27407,888-758-4389,Public,36.05918,-79.869536,174133
WHOLE FOODS MKT HUNTERSVILLE 1,9129 Sam Furr Rd,Huntersville,28078,888-758-4389,Public,35.443649,-80.871523,174222
MODERN TOYOTA STATION 1,3178 Peters Creek Pkwy,Winston-Salem,27127,888-758-4389,Public,36.045764,-80.261733,174335
BLOWING ROCK BROCKOUTLET1,278 Shoppes on the Parkway Rd,Blowing Rock,28605,888-758-4389,Public,36.140019,-81.670725,174407
720 GARAGE STATION 04,621 S Poplar St,Charlotte,28202,888-758-4389,Public,35.223935,-80.850547,174435
720 GARAGE STATION 02,720 S Church St,Charlotte,28202,888-758-4389,Public,35.223813,-80.850877,174436
COC CORNING OPT 3,4200 Corning Pl,Charlotte,28216,888-758-4389,Public,35.330548,-80.93871,174539
COC CORNING OPT 2,4200 Corning Pl,Charlotte,28216,888-758-4389,Public,35.330545,-80.938684,174540
COC CORNING OPT 1,4200 Corning Pl,Charlotte,28216,888-758-4389,Public,35.330536,-80.93863,174541
TOWN OF CARY DT DECK P3 WEST,113 Walnut St,Cary,27511,888-758-4389,Public,35.785283,-78.779283,174577
TOWN OF CARY DT DECK P2 (1),113 Walnut St,Cary,27511,888-758-4389,Public,35.785448,-78.779412,174578
TOWN OF CARY DT DECK P6,113 Walnut St,Cary,27511,888-758-4389,Public,35.785228,-78.779495,174579
TOWN OF CARY DT DECK P3 EAST,113 Walnut St,Cary,27511,888-758-4389,Public,35.783205,-78.77927,174581
TOWN OF CARY DT DECK P2 (2),113 Walnut St,Cary,27511,888-758-4389,Public,35.785387,-78.779701,174582
PEMBROKE HQ CP1,8344 Fayetteville Rd,Raeford,28376,888-758-4389,Public,35.031242,-79.11927,174909
NC STATE PARTNERS WY DCK,Partners Way,Raleigh,27606,888-758-4389,Public,35.773777,-78.674447,174951
LRC-GB LRC-GB,807 E Main St,Durham,27701,888-758-4389,Public,35.990683,-78.890352,175128
"CHARLOTTE, NC 250 EV ARC",932 Seigle Ave,Charlotte,28205,888-758-4389,Public,35.226344,-80.823656,175420
UPC EMP. PARKING,1525 N Rocky River Rd,Monroe,28110,888-758-4389,Public,35.015476,-80.60731,175508
DURHAM COUNTY JUSTICE 1RIGHT,510 S Dillard St,Durham,27701,888-758-4389,Public,35.992141,-78.901309,175667
DURHAM COUNTY JUSTICE 3LEFT,510 S Dillard St,Durham,27701,888-758-4389,Public,35.992175,-78.901393,175668
